zoneid,81sas020050,81sas020051,81sas020052,81sas020053,81sas020054,81sas020055,81sas020056,81sas020057,81sas020058,81sas020059,81sas020060,81sas020061,81sas020062,81sas020063,81sas020064,81sas020065,81sas020066,81sas020067,81sas020068,81sas020069,81sas020070,81sas020071,81sas020072,81sas020073,81sas020074,81sas020075,81sas020076,81sas020077,81sas020078,81sas020079,81sas020080,81sas020081,81sas020082,81sas020083,81sas020084,81sas020085,81sas020086,81sas020087,81sas020088,81sas020089,81sas020090,81sas020091,81sas020092,81sas020093,81sas020094,81sas020095,81sas020096,81sas020097,81sas020098,81sas020099,81sas020100,81sas020101,81sas020102,81sas020103,81sas020104,81sas020105,81sas020106,81sas020107,81sas020108,81sas020109,81sas020110,81sas020111,81sas020112,81sas020113,81sas020114,81sas020115,81sas020116,81sas020117,81sas020118,81sas020119,81sas020120,81sas020121,81sas020122,81sas020123,81sas020124,81sas020125,81sas020126,81sas020127,81sas020128,81sas020129,81sas020130,81sas020131,81sas020132,81sas020133,81sas020134,81sas020135,81sas020136,81sas020137,81sas020138,81sas020139,81sas020140,81sas020141,81sas020142,81sas020143,81sas020144,81sas020145,81sas020146,81sas020147,81sas020148,81sas020149,81sas020150,81sas020151,81sas020152,81sas020153,81sas020154,81sas020155,81sas020156,81sas020157,81sas020158,81sas020159,81sas020160,81sas020161,81sas020162,81sas020163,81sas020164,81sas020165,81sas020166,81sas020167,81sas020168,81sas020169,81sas020170,81sas020171,81sas020172,81sas020173,81sas020174,81sas020175,81sas020176,81sas020177,81sas020178,81sas020179,81sas020180,81sas020181,81sas020182,81sas020183,81sas020184,81sas020185,81sas020186,81sas020187,81sas020188,81sas020189,81sas020190,81sas020191,81sas020192,81sas020193,81sas020194,81sas020195,81sas020196,81sas020197,81sas020198,81sas020199,81sas020200,81sas020201,81sas020202,81sas020203,81sas020204,81sas020205,81sas020206,81sas020207,81sas020208,81sas020209
02BG      ,224731,108483,52436,56047,116248,59840,56408,12528,6421,6421,0,6107,6107,0,13239,6835,6835,0,6404,6404,0,15895,8084,8084,0,7811,7811,0,3365,1696,1696,0,1669,1669,0,13932,7129,7077,52,6803,6557,246,16643,8357,7014,1343,8286,5414,2872,16000,8086,3535,4551,7914,2277,5637,17579,8844,2151,6693,8735,1597,7138,13996,6909,1222,5687,7087,1123,5964,12729,6259,966,5293,6470,1023,5447,12623,6270,937,5333,6353,1071,5282,13471,6556,1008,5548,6915,1377,5538,14430,6969,1023,5946,7461,1890,5571,12580,6019,885,5134,6561,2011,4550,11880,5399,970,4429,6481,2750,3731,10047,4235,919,3316,5812,3266,2546,7135,2637,817,1820,4498,3221,1277,4066,1192,518,674,2874,2413,461,2593,586,358,228,2007,1859,148,12186,0,0,0,0,0,0,0,0,10,6,19,35,96,553,3917,3568,2356,1092,534
02BH      ,157304,74632,37995,36637,82672,45792,36880,7998,4141,4141,0,3857,3857,0,8118,4162,4162,0,3956,3956,0,9530,4856,4856,0,4674,4674,0,2134,1100,1100,0,1034,1034,0,8749,4352,4327,25,4397,4276,121,10724,5352,4758,594,5372,4153,1219,11544,5567,3188,2379,5977,2528,3449,13982,7004,2457,4547,6978,1943,5035,11352,5691,1515,4176,5661,1344,4317,9189,4619,1067,3552,4570,1079,3491,8558,4219,873,3346,4339,1018,3321,9089,4482,948,3534,4607,1169,3438,9484,4437,870,3567,5047,1557,3490,8828,4004,763,3241,4824,1818,3006,9031,3955,809,3146,5076,2434,2642,7912,3310,840,2470,4602,2757,1845,5481,1952,636,1316,3529,2548,981,3328,918,386,532,2410,2023,387,2273,511,299,212,1762,1624,138,9014,0,0,0,0,0,0,0,0,9,6,13,36,110,486,2661,2714,1712,810,457
02BJ      ,167547,79844,38005,41839,87703,45496,42207,9475,4933,4933,0,4542,4542,0,9916,5081,5081,0,4835,4835,0,12029,6194,6194,0,5835,5835,0,2710,1346,1346,0,1364,1364,0,10112,5150,5102,48,4962,4815,147,11701,5756,4592,1164,5945,3649,2296,11952,5979,2447,3532,5973,1574,4399,13705,6840,1600,5240,6865,1275,5590,10712,5333,954,4379,5379,879,4500,9692,4728,657,4071,4964,903,4061,9539,4690,713,3977,4849,902,3947,9979,4755,686,4069,5224,1117,4107,10031,4777,667,4110,5254,1354,3900,8606,4044,518,3526,4562,1551,3011,8411,3661,626,3035,4750,2146,2604,7747,3115,667,2448,4632,2620,2012,5756,2025,574,1451,3731,2625,1106,3381,962,384,578,2419,2009,410,2093,475,264,211,1618,1501,117,9042,0,0,0,0,0,0,0,0,6,3,6,24,76,448,2673,2613,1828,909,456
02BK      ,214595,103349,52093,51256,111246,59598,51648,13492,6889,6889,0,6603,6603,0,13392,6907,6907,0,6485,6485,0,16026,8239,8239,0,7787,7787,0,3195,1642,1642,0,1553,1553,0,12911,6486,6402,84,6425,6064,361,16397,8149,6356,1793,8248,4864,3384,16122,7944,3349,4595,8178,2527,5651,16227,8078,2179,5899,8149,1733,6416,13086,6472,1286,5186,6614,1302,5312,12136,6197,1065,5132,5939,1076,4863,10997,5598,998,4600,5399,1036,4363,11117,5474,989,4485,5643,1268,4375,12214,5963,1060,4903,6251,1634,4617,11375,5313,961,4352,6062,1985,4077,11891,5342,1050,4292,6549,2887,3662,10301,4295,1024,3271,6006,3444,2562,7259,2665,860,1805,4594,3227,1367,3950,1115,481,634,2835,2344,491,2507,581,356,225,1926,1779,147,12461,0,0,0,0,0,0,0,0,6,7,12,15,81,467,4102,3719,2446,1051,555
03BL      ,260228,126993,62733,64260,133235,68837,64398,16867,8651,8651,0,8216,8216,0,18686,9732,9732,0,8954,8954,0,21900,11300,11300,0,10600,10600,0,4439,2321,2321,0,2118,2118,0,17378,8823,8631,192,8555,7884,671,18963,9417,6631,2786,9546,4718,4828,17567,9004,2801,6203,8563,1726,6837,20073,10186,1983,8203,9887,1301,8586,16584,8543,1387,7156,8041,1046,6995,14886,7601,1080,6521,7285,969,6316,13520,6860,1063,5797,6660,1005,5655,13791,6854,1047,5807,6937,1284,5653,15551,7624,1185,6439,7927,1912,6015,12927,6000,1006,4994,6927,2277,4650,12530,5501,1060,4441,7029,3193,3836,10650,4302,1030,3272,6348,3787,2561,7509,2598,924,1674,4911,3660,1251,4078,1123,530,593,2955,2531,424,2329,553,371,182,1776,1656,120,13441,0,0,0,0,0,0,0,0,4,4,4,16,101,789,4629,3841,2447,1078,528
03BM      ,175452,84958,41471,43487,90494,46798,43696,10847,5516,5516,0,5331,5331,0,12250,6309,6309,0,5941,5941,0,14608,7528,7528,0,7080,7080,0,3014,1590,1590,0,1424,1424,0,11423,5832,5753,79,5591,5320,271,11770,5934,4497,1437,5836,3208,2628,11692,5749,1985,3764,5943,1278,4665,14328,7195,1317,5878,7133,993,6140,11787,5991,893,5098,5796,764,5032,10621,5333,751,4582,5288,719,4569,9702,4899,653,4246,4803,731,4072,9399,4659,661,3998,4740,896,3844,9930,4842,756,4086,5088,1156,3932,8296,3892,595,3297,4404,1502,2902,8528,3711,709,3002,4817,2209,2608,7539,3067,773,2294,4472,2647,1825,5057,1800,589,1211,3257,2417,840,2989,805,383,422,2184,1873,311,1672,306,213,93,1366,1309,57,8916,0,0,0,0,0,0,0,0,1,1,6,19,54,453,2935,2702,1674,774,297
03BN      ,437663,212842,122176,90666,224821,133295,91526,26039,13460,13460,0,12579,12579,0,26762,13853,13853,0,12909,12909,0,34549,17735,17735,0,16814,16814,0,7453,3863,3863,0,3590,3590,0,31998,15931,15667,264,16067,15139,928,40767,21080,17011,4069,19687,13070,6617,31206,16330,8320,8010,14876,5879,8997,27510,14460,5137,9323,13050,3588,9462,21342,10812,3262,7550,10530,2504,8026,21679,10906,2912,7994,10773,2523,8250,21888,11038,2932,8106,10850,2522,8328,25012,12347,3266,9081,12665,3192,9473,27515,13519,3386,10133,13996,4276,9720,24281,11425,2781,8644,12856,4986,7870,23794,10517,2747,7770,13277,6663,6614,19918,8077,2502,5575,11841,7627,4214,13723,4625,1769,2856,9098,6980,2118,7820,2027,1008,1019,5793,5052,741,4407,837,565,272,3570,3402,168,23967,0,0,0,0,0,0,0,0,8,13,28,77,194,1147,8492,7062,4241,1911,794
03BP      ,219461,106962,52847,54115,112499,58522,53977,14401,7371,7371,0,7030,7030,0,15565,8038,8038,0,7527,7527,0,18578,9753,9753,0,8825,8825,0,3686,1861,1861,0,1825,1825,0,14512,7351,7202,149,7161,6635,526,15531,7717,5443,2274,7814,4003,3811,14731,7361,2367,4994,7370,1631,5739,16673,8420,1702,6718,8253,1229,7024,14010,7038,1117,5921,6972,916,6056,12915,6714,967,5747,6201,916,5285,11630,5941,852,5089,5689,853,4836,11606,5781,934,4847,5825,1034,4791,12886,6323,1011,5312,6563,1581,4982,10968,5070,810,4260,5898,1983,3915,10906,4867,986,3881,6039,2809,3230,9401,3885,1006,2879,5516,3223,2293,6307,2193,751,1442,4114,3045,1069,3372,933,452,481,2439,2101,338,1783,345,224,121,1438,1356,82,11328,0,0,0,0,0,0,0,0,3,2,4,11,59,544,3963,3472,2056,894,320
03BQ      ,206331,100680,51014,49666,105651,55849,49802,14523,7380,7380,0,7143,7143,0,15040,7778,7778,0,7262,7262,0,17596,9059,9059,0,8537,8537,0,3529,1829,1829,0,1700,1700,0,13987,7116,6986,130,6871,6404,467,15423,7615,5419,2196,7808,4014,3794,14821,7530,2593,4937,7291,1677,5614,16148,8217,1695,6522,7931,1199,6732,12401,6287,1044,5243,6114,891,5223,11261,5724,863,4861,5537,837,4700,10725,5335,790,4545,5390,835,4555,11784,5874,870,5004,5910,1083,4827,12080,5932,945,4987,6148,1493,4655,9542,4545,758,3787,4997,1664,3333,9373,4102,841,3261,5271,2436,2835,7907,3262,848,2414,4645,2806,1839,5371,1902,685,1217,3469,2605,864,3101,859,409,450,2242,1960,282,1719,334,222,112,1385,1303,82,9795,0,0,0,0,0,0,0,0,2,2,3,17,61,514,3348,2924,1787,813,324
03BR      ,241522,117152,61587,55565,124370,68511,55859,13593,6867,6867,0,6726,6726,0,15685,8056,8056,0,7629,7629,0,19973,10227,10227,0,9746,9746,0,4242,2206,2206,0,2036,2036,0,17118,8562,8418,144,8556,8059,497,18847,9790,7485,2305,9057,5438,3619,14415,7454,3089,4365,6961,2031,4930,16094,8253,2239,6014,7841,1473,6368,13787,7015,1563,5452,6772,1171,5601,13246,6632,1347,5285,6614,1095,5519,13378,6851,1358,5493,6527,1135,5392,13793,6781,1371,5410,7012,1527,5485,15635,7756,1594,6162,7879,2150,5729,13830,6444,1327,5117,7386,2679,4707,12909,5642,1325,4317,7267,3541,3726,11108,4429,1256,3173,6679,4116,2563,7649,2662,1000,1662,4987,3746,1241,4053,1089,566,523,2964,2576,388,2167,436,293,143,1731,1637,94,13276,0,0,0,0,0,0,0,0,8,3,7,30,84,697,4688,3908,2432,1016,403
03BS      ,288982,139998,67541,72457,148984,76050,72934,17216,8753,8753,0,8463,8463,0,19419,10012,10012,0,9407,9407,0,23819,12351,12351,0,11468,11468,0,4969,2504,2504,0,2465,2465,0,19465,10017,9918,99,9448,9107,341,19939,10022,7906,2116,9917,5809,4108,19065,9601,3487,6114,9464,2179,7285,22725,11346,2273,9073,11379,1571,9808,19049,9537,1339,8198,9512,1176,8336,17650,8733,1119,7614,8917,1265,7652,16765,8290,975,7315,8475,1219,7256,17002,8478,1063,7415,8524,1423,7101,16946,8312,1033,7279,8634,1972,6662,14155,6652,925,5727,7503,2364,5139,13540,6008,1053,4955,7532,3287,4245,11716,4698,1054,3644,7018,4064,2954,8342,2879,885,1994,5463,4012,1451,4482,1218,507,711,3264,2802,462,2718,587,384,203,2131,1997,134,13980,0,0,0,0,0,0,0,0,5,2,6,31,110,770,4663,4057,2626,1149,561
03BT      ,217043,105245,51168,54077,111798,57555,54243,13195,6729,6729,0,6466,6466,0,14790,7518,7518,0,7272,7272,0,17911,9231,9231,0,8680,8680,0,3723,1927,1927,0,1796,1796,0,14431,7207,7101,106,7224,6812,412,15650,7831,5653,2178,7819,4009,3810,14453,7304,2384,4920,7149,1452,5697,16654,8452,1715,6737,8202,1170,7032,13700,6971,1129,5842,6729,866,5863,12437,6283,912,5371,6154,881,5273,11626,5941,788,5153,5685,885,4800,11981,5913,913,5000,6068,1106,4962,13084,6311,950,5361,6773,1606,5167,11727,5502,908,4594,6225,2046,4179,11152,4927,932,3995,6225,2856,3369,9314,3811,928,2883,5503,3208,2295,6063,2097,738,1359,3966,3006,960,3395,902,445,457,2493,2148,345,1757,388,267,121,1369,1290,79,11340,0,0,0,0,0,0,0,0,2,1,6,12,58,565,4099,3407,1967,857,366
03BU      ,221002,106901,53314,53587,114101,60019,54082,12584,6378,6378,0,6206,6206,0,14278,7326,7326,0,6952,6952,0,18448,9468,9468,0,8980,8980,0,3994,2026,2026,0,1968,1968,0,15903,8081,8020,61,7822,7536,286,16429,8383,6768,1615,8046,5051,2995,14395,7192,2871,4321,7203,1874,5329,16223,8149,1652,6497,8074,1236,6838,13595,6680,1098,5582,6915,947,5968,13239,6543,923,5620,6696,970,5726,12851,6437,901,5536,6414,982,5432,13151,6438,922,5516,6713,1209,5504,13213,6448,924,5524,6765,1661,5104,11353,5419,834,4585,5934,1959,3975,10393,4620,916,3704,5773,2638,3135,9076,3688,885,2803,5388,3168,2220,6263,2210,700,1510,4053,2999,1054,3569,979,435,544,2590,2200,390,2045,436,267,169,1609,1483,126,10955,0,0,0,0,0,0,0,0,4,2,8,20,91,629,3641,3224,2004,917,415
03BW      ,307723,150279,72348,77931,157444,79100,78344,19499,9953,9953,0,9546,9546,0,22752,11721,11721,0,11031,11031,0,27164,13902,13902,0,13262,13262,0,5309,2702,2702,0,2607,2607,0,19609,10011,9817,194,9598,8979,619,21407,10662,7026,3636,10745,4828,5917,21305,10676,2874,7802,10629,1811,8818,25582,12929,2114,10815,12653,1390,11263,21860,11301,1607,9694,10559,1147,9412,18363,9519,1292,8227,8844,1055,7789,16237,8373,1167,7206,7864,1068,6796,15906,7858,1172,6686,8048,1373,6675,17076,8296,1278,7018,8780,2137,6643,15364,6952,1180,5772,8412,2886,5526,14050,6076,1226,4850,7974,3606,4368,11504,4727,1231,3496,6777,4133,2644,8247,2865,1060,1805,5382,4043,1339,4195,1194,635,559,3001,2575,426,2294,562,391,171,1732,1623,109,15398,0,0,0,0,0,0,0,0,6,5,11,30,185,1141,5273,4348,2700,1153,546
04BX      ,172991,84841,46791,38050,88150,49754,38396,12293,6334,6334,0,5959,5959,0,12984,6685,6685,0,6299,6299,0,16142,8309,8309,0,7833,7833,0,3613,1812,1812,0,1801,1801,0,15603,7890,7779,111,7713,7315,398,16671,8531,6262,2269,8140,4693,3447,12809,6438,2184,4254,6371,1800,4571,11193,5674,1288,4386,5519,1098,4421,8589,4221,769,3452,4368,795,3573,9237,4526,775,3751,4711,757,3954,9885,4777,712,4065,5108,841,4267,10448,5119,757,4362,5329,1074,4255,9427,4608,734,3874,4819,1260,3559,7187,3413,578,2835,3774,1348,2426,6269,2785,542,2243,3484,1739,1745,5002,2001,534,1467,3001,1861,1140,3245,1142,444,698,2103,1656,447,1558,414,201,213,1144,996,148,836,162,92,70,674,629,45,6214,0,0,0,0,0,0,0,0,1,1,7,16,69,367,2355,1800,1060,393,145
04BY      ,503722,241232,133300,107932,262490,153654,108836,29418,14986,14986,0,14432,14432,0,31074,15980,15980,0,15094,15094,0,39774,20467,20467,0,19307,19307,0,8709,4334,4334,0,4375,4375,0,38242,19647,19423,224,18595,17912,683,43643,22148,17392,4756,21495,13840,7655,34557,17441,7612,9829,17116,6093,11023,32549,16474,4848,11626,16075,3900,12175,25103,12558,3196,9362,12545,2851,9694,26301,13070,3049,10021,13231,2772,10459,27890,13916,3070,10846,13974,3039,10935,29818,14494,3344,11150,15324,3882,11442,30878,14498,3361,11137,16380,5337,11043,27399,12374,2830,9544,15025,6271,8754,26501,11389,2879,8510,15112,8047,7065,22426,8945,2721,6224,13481,8902,4579,15519,5271,2051,3220,10248,7974,2274,8665,2197,1088,1109,6468,5652,816,5256,1043,669,374,4213,3974,239,26659,0,0,0,0,0,0,0,0,7,15,33,52,218,1276,9369,7834,4833,2059,963
04BZ      ,189251,92866,45833,47033,96385,49117,47268,11762,6078,6078,0,5684,5684,0,14250,7331,7331,0,6919,6919,0,16407,8468,8468,0,7939,7939,0,3461,1789,1789,0,1672,1672,0,12919,6594,6474,120,6325,5961,364,13245,6707,4683,2024,6538,3257,3281,12509,6251,1799,4452,6258,1172,5086,14788,7463,1288,6175,7325,905,6420,12309,6229,888,5341,6080,681,5399,11397,5735,780,4955,5662,670,4992,10772,5585,741,4844,5187,702,4485,10813,5468,899,4569,5345,880,4465,11102,5469,936,4533,5633,1323,4310,9310,4270,782,3488,5040,1693,3347,8395,3758,814,2944,4637,2150,2487,6903,2826,798,2028,4077,2522,1555,4906,1782,668,1114,3124,2370,754,2546,735,392,343,1811,1555,256,1457,328,225,103,1129,1062,67,9514,0,0,0,0,0,0,0,0,1,4,6,25,130,764,3281,2610,1678,703,312
04CA      ,298204,142232,71751,70481,155972,84891,71081,16577,8501,8501,0,8076,8076,0,19646,10028,10028,0,9618,9618,0,25007,12903,12903,0,12104,12104,0,5310,2755,2755,0,2555,2555,0,22026,11252,11153,99,10774,10440,334,21527,11081,8937,2144,10446,6799,3647,17348,8628,3383,5245,8720,2353,6367,19791,9773,1987,7786,10018,1645,8373,17918,8739,1373,7366,9179,1243,7936,17855,8619,1192,7427,9236,1379,7857,17859,8884,1194,7690,8975,1510,7465,18377,8995,1219,7776,9382,1910,7472,17604,8330,1263,7067,9274,2533,6741,15412,6959,1195,5764,8453,3081,5372,15165,6396,1228,5168,8769,4307,4462,12701,5039,1292,3747,7662,4811,2851,9366,3228,1083,2145,6138,4609,1529,5314,1413,618,795,3901,3401,500,3401,709,447,262,2692,2517,175,15668,0,0,0,0,0,0,0,0,15,17,18,46,168,869,5123,4417,3002,1332,661
04CB      ,338952,162186,81414,80772,176766,95416,81350,20468,10475,10475,0,9993,9993,0,22765,11629,11629,0,11136,11136,0,27684,14245,14245,0,13439,13439,0,5886,2961,2961,0,2925,2925,0,23675,12013,11904,109,11662,11251,411,24031,12252,9549,2703,11779,7126,4653,21667,10658,3881,6777,11009,2842,8167,23993,12084,2582,9502,11909,1931,9978,20127,10057,1724,8333,10070,1525,8545,18815,9247,1393,7854,9568,1428,8140,18790,9232,1361,7871,9558,1592,7966,19905,9692,1460,8232,10213,2041,8172,20018,9486,1450,8036,10532,2806,7726,17920,8207,1387,6820,9713,3439,6274,17768,7795,1567,6228,9973,4779,5194,14837,5965,1489,4476,8872,5331,3541,10571,3752,1162,2590,6819,5071,1748,6140,1618,703,915,4522,3882,640,3892,818,492,326,3074,2879,195,19008,0,0,0,0,0,0,0,0,5,8,14,38,197,1244,6434,5287,3486,1522,773
05CC      ,223903,110608,52777,57831,113295,55486,57809,13063,6659,6659,0,6404,6404,0,15498,7986,7986,0,7512,7512,0,19609,10077,10077,0,9532,9532,0,3788,1949,1949,0,1839,1839,0,15026,7685,7523,162,7341,6828,513,16434,8294,5583,2711,8140,3915,4225,15318,7807,2293,5514,7511,1349,6162,16530,8394,1432,6962,8136,1026,7110,14402,7347,1030,6317,7055,804,6251,12711,6345,860,5485,6366,751,5615,12404,6142,808,5334,6262,781,5481,12974,6389,931,5458,6585,1016,5569,13794,6967,1084,5883,6827,1410,5417,11864,5720,969,4751,6144,1859,4285,10813,5060,1035,4025,5753,2389,3364,8839,3883,964,2919,4956,2740,2216,6106,2387,815,1572,3719,2607,1112,3110,1055,485,570,2055,1667,388,1620,462,294,168,1158,1057,101,14082,0,0,0,0,0,0,0,0,5,3,15,47,184,1923,4520,3645,2275,1019,446
05CE      ,286924,142051,68571,73480,144873,71241,73632,17952,9266,9266,0,8686,8686,0,20069,10350,10350,0,9719,9719,0,24202,12383,12383,0,11819,11819,0,5150,2629,2629,0,2521,2521,0,20455,10418,10202,216,10037,9220,817,21915,11085,7410,3675,10830,5072,5758,19708,10036,2862,7174,9672,1875,7797,21384,10724,1938,8786,10660,1367,9293,17566,8945,1282,7663,8621,1052,7569,16480,8129,1127,7002,8351,980,7371,16454,8257,1140,7117,8197,1039,7158,17310,8624,1269,7355,8686,1382,7304,17805,9039,1372,7667,8766,1868,6898,14019,6824,1126,5698,7195,2053,5142,12932,5988,1145,4843,6944,2831,4113,10278,4599,1140,3459,5679,3130,2549,7054,2840,952,1888,4214,2981,1233,4033,1335,599,736,2698,2195,503,2158,580,379,201,1578,1451,127,16186,0,0,0,0,0,0,0,0,6,10,23,46,246,1831,5261,4239,2687,1279,558
05CF      ,250359,123387,58286,65101,126972,61873,65099,15972,8099,8099,0,7873,7873,0,18476,9408,9408,0,9068,9068,0,22056,11360,11360,0,10696,10696,0,4458,2288,2288,0,2170,2170,0,16823,8453,8239,214,8370,7734,636,18753,9354,6036,3318,9399,4226,5173,17227,8669,2294,6375,8558,1488,7070,19425,9788,1516,8272,9637,1090,8547,16554,8411,1109,7302,8143,791,7352,14695,7465,863,6602,7230,796,6434,13853,6915,875,6040,6938,782,6156,14051,7095,982,6113,6956,1048,5908,14678,7314,1034,6280,7364,1514,5850,12595,6006,917,5089,6589,1910,4679,11103,5227,944,4283,5876,2399,3477,8727,3747,850,2897,4980,2763,2217,5870,2289,721,1568,3581,2436,1145,3351,1080,481,599,2271,1906,365,1692,419,270,149,1273,1183,90,13478,0,0,0,0,0,0,0,0,7,3,8,27,174,1532,4630,3486,2174,1043,394
05CG      ,530843,257035,122708,134327,273808,139707,134101,27333,13994,13994,0,13339,13339,0,32158,16573,16573,0,15585,15585,0,42557,21784,21784,0,20773,20773,0,8741,4412,4412,0,4329,4329,0,34565,17613,17373,240,16952,16068,884,39412,19897,14953,4944,19515,11280,8235,33717,17199,6335,10864,16518,4203,12315,36344,18402,3963,14439,17942,2727,15215,32503,16324,2729,13595,16179,2177,14002,30530,15351,2299,13052,15179,1969,13210,28788,14451,2054,12397,14337,1985,12352,30208,15078,2303,12775,15130,2628,12502,33227,16245,2552,13693,16982,3793,13189,32097,15103,2439,12664,16994,5202,11792,29965,13441,2513,10928,16524,7108,9416,25642,10725,2497,8228,14917,8452,6465,17899,6419,1984,4435,11480,8278,3202,9642,2808,1198,1610,6834,5793,1041,5515,1216,753,463,4299,4018,281,33014,0,0,0,0,0,0,0,0,15,14,16,49,175,1991,11398,9583,5952,2670,1151
06CH      ,210934,102916,50990,51926,108018,55827,52191,11945,6142,6142,0,5803,5803,0,13556,6952,6952,0,6604,6604,0,16524,8462,8462,0,8062,8062,0,3570,1833,1833,0,1737,1737,0,14492,7369,7245,124,7123,6724,399,15844,8190,5827,2363,7654,4041,3613,13678,7036,2418,4618,6642,1499,5143,15083,7726,1660,6066,7357,1070,6287,12421,6224,1079,5145,6197,797,5400,12501,6266,1071,5195,6235,876,5359,12474,6274,1071,5203,6200,920,5280,13137,6570,1264,5306,6567,1261,5306,13568,6745,1329,5416,6823,1767,5056,11749,5474,1152,4322,6275,2278,3997,10572,4644,1046,3598,5928,2888,3040,8821,3566,940,2626,5255,3299,1956,6077,2108,773,1335,3969,3011,958,3240,940,464,476,2300,1984,316,1682,395,262,133,1287,1206,81,11374,0,0,0,0,0,0,0,0,4,7,11,18,60,666,4054,3301,1981,894,378
06CJ      ,272914,130989,67439,63550,141925,77794,64131,15313,7794,7794,0,7519,7519,0,15911,8103,8103,0,7808,7808,0,19598,10073,10073,0,9525,9525,0,4446,2302,2302,0,2144,2144,0,18316,9277,9128,149,9039,8592,447,22755,11465,8776,2689,11290,6956,4334,19622,10003,4170,5833,9619,2965,6654,18994,9761,2479,7282,9233,1856,7377,14538,7350,1548,5802,7188,1264,5924,14415,7021,1449,5572,7394,1312,6082,14879,7389,1361,6028,7490,1403,6087,16186,7798,1584,6214,8388,1904,6484,17266,8389,1799,6590,8877,2567,6310,15931,7422,1584,5838,8509,3177,5332,14820,6501,1532,4969,8319,4111,4208,12534,5083,1441,3642,7451,4608,2843,9196,3107,1121,1986,6089,4678,1411,5141,1468,736,732,3673,3177,496,3053,683,459,224,2370,2228,142,15994,0,0,0,0,0,0,0,0,3,3,6,25,85,800,5526,4599,2889,1402,656
06CK      ,197441,95143,45762,49381,102298,52609,49689,11203,5783,5783,0,5420,5420,0,12371,6345,6345,0,6026,6026,0,14935,7557,7557,0,7378,7378,0,3372,1723,1723,0,1649,1649,0,13321,6761,6662,99,6560,6216,344,14441,7254,5274,1980,7187,4003,3184,12802,6438,2175,4263,6364,1539,4825,14069,7049,1487,5562,7020,1054,5966,11475,5855,946,4909,5620,768,4852,11096,5416,816,4600,5680,797,4883,11427,5645,812,4833,5782,819,4963,12474,6148,1019,5129,6326,1184,5142,13279,6430,1065,5365,6849,1666,5183,11875,5530,955,4575,6345,2189,4156,10033,4399,881,3518,5634,2720,2914,8372,3426,891,2535,4946,3022,1924,5867,2052,678,1374,3815,2862,953,3200,922,432,490,2278,1947,331,1829,410,261,149,1419,1350,69,10931,0,0,0,0,0,0,0,0,7,1,3,16,84,709,3757,3135,1943,883,393
06CL      ,160101,78202,39280,38922,81899,42742,39157,8860,4592,4592,0,4268,4268,0,9860,5064,5064,0,4796,4796,0,12712,6540,6540,0,6172,6172,0,2870,1437,1437,0,1433,1433,0,11298,5655,5568,87,5643,5332,311,12394,6424,4780,1644,5970,3358,2612,10147,5236,1916,3320,4911,1166,3745,10565,5457,1239,4218,5108,785,4323,8566,4340,817,3523,4226,560,3666,8965,4556,818,3738,4409,587,3822,9375,4638,826,3812,4737,742,3995,10496,5109,961,4148,5387,1020,4367,11322,5618,1045,4573,5704,1408,4296,9471,4421,895,3526,5050,1835,3215,7748,3523,767,2756,4225,2025,2200,6533,2775,791,1984,3758,2298,1460,4783,1701,651,1050,3082,2301,781,2660,778,351,427,1882,1588,294,1476,338,222,116,1138,1068,70,8899,0,0,0,0,0,0,0,0,1,5,6,21,67,516,3055,2543,1630,733,322
06CM      ,294102,143401,71503,71898,150701,78394,72307,19397,9850,9850,0,9547,9547,0,20979,10716,10716,0,10263,10263,0,24890,12705,12705,0,12185,12185,0,5053,2559,2559,0,2494,2494,0,20306,10264,10082,182,10042,9420,622,23529,11973,8037,3936,11556,5761,5795,20996,10593,3107,7486,10403,2178,8225,22020,11016,1994,9022,11004,1543,9461,16774,8404,1251,7153,8370,1091,7279,16689,8366,1191,7175,8323,1073,7250,16912,8389,1350,7039,8523,1280,7243,17760,8800,1486,7314,8960,1716,7244,17407,8659,1600,7059,8748,2196,6552,14118,6595,1196,5399,7523,2665,4858,12796,5783,1345,4438,7013,3397,3616,10582,4444,1235,3209,6138,3719,2419,7497,2566,881,1685,4931,3702,1229,4188,1227,589,638,2961,2552,409,2209,492,329,163,1717,1612,105,14380,0,0,0,0,0,0,0,0,6,2,10,29,123,1120,4953,4089,2405,1174,469
